"experiment"	"construct batch"	"gene"	"clone_id"	"cloneid"	"left_arm_length"	"right_arm_length"
"met4"	"barseq_0004"	"PBANKA_040670"	178801	"PbGEM-229398"	2031	5705
"met4"	"barseq_0004"	"PBANKA_041010"	179043	"PbGEM-230013"	5368	1484
"met4"	"barseq_0004"	"PBANKA_041080"	180997	"PbGEM-230154"	4879	983
"met4"	"barseq_0004"	"PBANKA_041690"	178885	"PbGEM-231102"	1721	6496
"met4"	"barseq_0004"	"PBANKA_051140"	178833	"PbGEM-231569"	5217	1531
"met4"	"barseq_0004"	"PBANKA_052100"	181000	"PbGEM-233017"	3175	2535
"met4"	"barseq_0004"	"PBANKA_060680"	178816	"PbGEM-232814"	7948	660
"met4"	"barseq_0004"	"PBANKA_061060"	181310	"PbGEM-233541"	3836	1090
"met4"	"barseq_0004"	"PBANKA_061680"	178775	"PbGEM-234694"	4196	1869
"met4"	"barseq_0004"	"PBANKA_070370"	178993	"PbGEM-233612"	1247	3908
"met4"	"barseq_0004"	"PBANKA_071510"	179078	"PbGEM-235843"	5533	1762
"met4"	"barseq_0004"	"PBANKA_071670"	178891	"PbGEM-236237"	4947	1689
"met4"	"barseq_0004"	"PBANKA_071810"	181055	"PbGEM-236470"	3442	1312
"met4"	"barseq_0004"	"PBANKA_081110"	181009	"PbGEM-237372"	811	4554
"met4"	"barseq_0004"	"PBANKA_081120"	178782	"PbGEM-237397"	4384	1759
"met4"	"barseq_0004"	"PBANKA_082000"	178767	"PbGEM-239551"	401	7517
"met4"	"barseq_0004"	"PBANKA_082090"	178844	"PbGEM-239778"	926	4269
"met4"	"barseq_0004"	"PBANKA_082230"	178824	"PbGEM-259332"	4246	2178
"met4"	"barseq_0004"	"PBANKA_082400"	178934	"PbGEM-259444"	1076	6357
"met4"	"barseq_0004"	"PBANKA_082620"	181019	"PbGEM-259604"	2457	5741
"met4"	"barseq_0004"	"PBANKA_082880"	181023	"PbGEM-259804"	6424	1526
"met4"	"barseq_0004"	"PBANKA_090390"	178855	"PbGEM-260652"	631	3931
"met4"	"barseq_0004"	"PBANKA_091660"	178827	"PbGEM-239300"	664	2681
"met4"	"barseq_0004"	"PBANKA_092290"	178850	"PbGEM-240654"	5413	1587
"met4"	"barseq_0004"	"PBANKA_092360"	181041	"PbGEM-240798"	1236	4088
"met4"	"barseq_0004"	"PBANKA_092490"	178795	"PbGEM-240994"	5817	572
"met4"	"barseq_0004"	"PBANKA_093030"	178861	"PbGEM-238826"	7098	1027
"met4"	"barseq_0004"	"PBANKA_094180"	178835	"PbGEM-241747"	1437	4987
"met4"	"barseq_0004"	"PBANKA_094350"	178939	"PbGEM-242212"	3588	963
"met4"	"barseq_0004"	"PBANKA_100550"	178913	"PbGEM-243822"	7010	749
"met4"	"barseq_0004"	"PBANKA_100980"	178826	"PbGEM-262716"	774	5658
"met4"	"barseq_0004"	"PBANKA_101010"	181046	"PbGEM-262740"	635	5088
"met4"	"barseq_0004"	"PBANKA_101290"	181052	"PbGEM-262932"	3630	2043
"met4"	"barseq_0004"	"PBANKA_101490"	178791	"PbGEM-263092"	3400	1211
"met4"	"barseq_0004"	"PBANKA_101590"	178957	"PbGEM-263156"	1322	6887
"met4"	"barseq_0004"	"PBANKA_102650"	181065	"PbGEM-263948"	401	1400
"met4"	"barseq_0004"	"PBANKA_103510"	181345	"PbGEM-242902"	1481	4889
"met4"	"barseq_0004"	"PBANKA_103640"	178769	"PbGEM-243206"	3938	1404
"met4"	"barseq_0004"	"PBANKA_103930"	181051	"PbGEM-243939"	2708	401
"met4"	"barseq_0004"	"PBANKA_110840"	178815	"PbGEM-246443"	7689	622
"met4"	"barseq_0004"	"PBANKA_111870"	178817	"PbGEM-245479"	1440	3636
"met4"	"barseq_0004"	"PBANKA_111910"	178805	"PbGEM-245649"	5164	2614
"met4"	"barseq_0004"	"PBANKA_113400"	181016	"PbGEM-245767"	1467	3283
"met4"	"barseq_0004"	"PBANKA_113550"	178806	"PbGEM-246246"	1109	6227
"met4"	"barseq_0004"	"PBANKA_113560"	178930	"PbGEM-246281"	4158	595
"met4"	"barseq_0004"	"PBANKA_113950"	178907	"PbGEM-247352"	687	5813
"met4"	"barseq_0004"	"PBANKA_114300"	178848	"PbGEM-248285"	1189	5671
"met4"	"barseq_0004"	"PBANKA_121690"	178781	"PbGEM-248306"	1988	5271
"met4"	"barseq_0004"	"PBANKA_121780"	178811	"PbGEM-248604"	4541	2853
"met4"	"barseq_0004"	"PBANKA_123250"	178828	"PbGEM-261164"	1008	4035
"met4"	"barseq_0004"	"PBANKA_123330"	181106	"PbGEM-261228"	584	5936
"met4"	"barseq_0004"	"PBANKA_124460"	178772	"PbGEM-261996"	6352	742
"met4"	"barseq_0004"	"PBANKA_131060"	178797	"PbGEM-250295"	6681	1943
"met4"	"barseq_0004"	"PBANKA_132630"	178847	"PbGEM-247742"	2323	3058
"met4"	"barseq_0004"	"PBANKA_132680"	178763	"PbGEM-247938"	4683	1465
"met4"	"barseq_0004"	"PBANKA_133710"	181037	"PbGEM-251636"	401	6079
"met4"	"barseq_0004"	"PBANKA_133760"	178766	"PbGEM-251952"	4757	401
"met4"	"barseq_0004"	"PBANKA_135180"	178765	"PbGEM-250995"	1847	5232
"met4"	"barseq_0004"	"PBANKA_135400"	178773	"PbGEM-251774"	1085	6089
"met4"	"barseq_0004"	"PBANKA_135690"	178849	"PbGEM-253011"	3851	793
"met4"	"barseq_0004"	"PBANKA_135720"	178854	"PbGEM-253069"	2791	556
"met4"	"barseq_0004"	"PBANKA_135810"	178946	"PbGEM-253334"	6200	551
"met4"	"barseq_0004"	"PBANKA_135840"	181045	"PbGEM-253402"	960	3750
"met4"	"barseq_0004"	"PBANKA_136260"	178974	"PbGEM-254893"	6377	1464
"met4"	"barseq_0004"	"PBANKA_140250"	178851	"PbGEM-256566"	3520	795
"met4"	"barseq_0004"	"PBANKA_140580"	178774	"PbGEM-252667"	1347	6607
"met4"	"barseq_0004"	"PBANKA_141090"	181060	"PbGEM-254268"	3928	842
"met4"	"barseq_0004"	"PBANKA_141130"	178803	"PbGEM-254414"	2455	1516
"met4"	"barseq_0004"	"PBANKA_142650"	181077	"PbGEM-254121"	3251	979
"met4"	"barseq_0004"	"PBANKA_142750"	178780	"PbGEM-254500"	748	7491
"met4"	"barseq_0004"	"PBANKA_144040"	178886	"PbGEM-257908"	3524	3817
"met4"	"barseq_0004"	"PBANKA_144410"	181083	"PbGEM-258433"	4118	1848
"met4"	"barseq_0004"	"PBANKA_145000"	178812	"PbGEM-257165"	2186	927
"met4"	"barseq_0004"	"PBANKA_145730"	181015	"PbGEM-258659"	4624	886
						
"met5"	"barseq_0005"	"PBANKA_010090"	178420	"PbGEM-226645"	401	3657
"met5"	"barseq_0005"	"PBANKA_020590"	178563	"PbGEM-228651"	3096	1730
"met5"	"barseq_0005"	"PBANKA_030170"	178473	"PbGEM-227680"	1347	6712
"met5"	"barseq_0005"	"PBANKA_030360"	180671	"PbGEM-228013"	2398	2051
"met5"	"barseq_0005"	"PBANKA_031310"	180795	"PbGEM-229966"	3049	1768
"met5"	"barseq_0005"	"PBANKA_031470"	178543	"PbGEM-230189"	1208	6332
"met5"	"barseq_0005"	"PBANKA_040180"	178404	"PbGEM-230686"	2339	755
"met5"	"barseq_0005"	"PBANKA_040650"	180709	"PbGEM-229366"	6525	1158
"met5"	"barseq_0005"	"PBANKA_041820"	178398	"PbGEM-231324"	1628	3085
"met5"	"barseq_0005"	"PBANKA_051535"	180646	"PbGEM-232086"	2995	1657
"met5"	"barseq_0005"	"PBANKA_051660"	180649	"PbGEM-232294"	1609	3136
"met5"	"barseq_0005"	"PBANKA_052040"	178395	"PbGEM-232916"	759	5310
"met5"	"barseq_0005"	"PBANKA_052180"	180630	"PbGEM-233197"	4713	2243
"met5"	"barseq_0005"	"PBANKA_061360"	180664	"PbGEM-234174"	3337	1132
"met5"	"barseq_0005"	"PBANKA_061500"	178409	"PbGEM-234414"	639	4631
"met5"	"barseq_0005"	"PBANKA_061610"	178419	"PbGEM-234590"	6709	1139
"met5"	"barseq_0005"	"PBANKA_071420"	180706	"PbGEM-235636"	3955	1450
"met5"	"barseq_0005"	"PBANKA_071840"	180654	"PbGEM-236544"	2280	1530
"met5"	"barseq_0005"	"PBANKA_072200"	180638	"PbGEM-237378"	401	401
"met5"	"barseq_0005"	"PBANKA_080300"	178727	"PbGEM-235651"	4630	1778
"met5"	"barseq_0005"	"PBANKA_080310"	180695	"PbGEM-235669"	2875	845
"met5"	"barseq_0005"	"PBANKA_082100"	180697	"PbGEM-239805"	1800	3807
"met5"	"barseq_0005"	"PBANKA_082360"	178415	"PbGEM-259412"	5832	401
"met5"	"barseq_0005"	"PBANKA_082860"	178391	"PbGEM-259788"	1635	4606
"met5"	"barseq_0005"	"PBANKA_083170"	180663	"PbGEM-260028"	5163	650
"met5"	"barseq_0005"	"PBANKA_083490"	180670	"PbGEM-260276"	684	6032
"met5"	"barseq_0005"	"PBANKA_091180"	178456	"PbGEM-238067"	1092	6255
"met5"	"barseq_0005"	"PBANKA_091970"	180661	"PbGEM-240156"	2638	2472
"met5"	"barseq_0005"	"PBANKA_092950"	180653	"PbGEM-242177"	3389	1625
"met5"	"barseq_0005"	"PBANKA_093160"	180710	"PbGEM-239261"	6976	1441
"met5"	"barseq_0005"	"PBANKA_093350"	178485	"PbGEM-239781"	961	4055
"met5"	"barseq_0005"	"PBANKA_094090"	178555	"PbGEM-241399"	938	5464
"met5"	"barseq_0005"	"PBANKA_100490"	178621	"PbGEM-243622"	605	6388
"met5"	"barseq_0005"	"PBANKA_100670"	178444	"PbGEM-244202"	6111	710
"met5"	"barseq_0005"	"PBANKA_100810"	178475	"PbGEM-262580"	1150	6246
"met5"	"barseq_0005"	"PBANKA_101910"	178406	"PbGEM-263388"	3334	708
"met5"	"barseq_0005"	"PBANKA_102020"	180680	"PbGEM-263492"	4091	1629
"met5"	"barseq_0005"	"PBANKA_102410"	178553	"PbGEM-263764"	1501	4221
"met5"	"barseq_0005"	"PBANKA_102490"	178629	"PbGEM-263820"	1051	3238
"met5"	"barseq_0005"	"PBANKA_102970"	178564	"PbGEM-241496"	3133	3491
"met5"	"barseq_0005"	"PBANKA_103130"	178436	"PbGEM-242021"	4599	1229
"met5"	"barseq_0005"	"PBANKA_103470"	178399	"PbGEM-242813"	4108	2495
"met5"	"barseq_0005"	"PBANKA_103760"	180632	"PbGEM-243448"	4949	931
"met5"	"barseq_0005"	"PBANKA_110830"	180655	"PbGEM-246413"	1711	1110
"met5"	"barseq_0005"	"PBANKA_111440"	180662	"PbGEM-244357"	1267	3011
"met5"	"barseq_0005"	"PBANKA_111710"	178449	"PbGEM-244963"	7686	1131
"met5"	"barseq_0005"	"PBANKA_112260"	178431	"PbGEM-246711"	6167	616
"met5"	"barseq_0005"	"PBANKA_112700"	180690	"PbGEM-248013"	4415	401
"met5"	"barseq_0005"	"PBANKA_112780"	180683	"PbGEM-248353"	4968	1029
"met5"	"barseq_0005"	"PBANKA_113270"	180641	"PbGEM-245292"	2935	2482
"met5"	"barseq_0005"	"PBANKA_113380"	178467	"PbGEM-245693"	1053	4364
"met5"	"barseq_0005"	"PBANKA_113690"	180674	"PbGEM-246710"	3894	582
"met5"	"barseq_0005"	"PBANKA_120870"	178463	"PbGEM-245936"	6367	1564
"met5"	"barseq_0005"	"PBANKA_122350"	178442	"PbGEM-250890"	2327	745
"met5"	"barseq_0005"	"PBANKA_122760"	178422	"PbGEM-252519"	401	2704
"met5"	"barseq_0005"	"PBANKA_123880"	178394	"PbGEM-261596"	2560	1132
"met5"	"barseq_0005"	"PBANKA_130090"	178540	"PbGEM-262228"	1300	6340
"met5"	"barseq_0005"	"PBANKA_132050"	178433	"PbGEM-253763"	6081	962
"met5"	"barseq_0005"	"PBANKA_132270"	180637	"PbGEM-254616"	2759	2256
"met5"	"barseq_0005"	"PBANKA_134020"	180797	"PbGEM-252781"	706	7448
"met5"	"barseq_0005"	"PBANKA_134790"	178655	"PbGEM-255530"	2822	1116
"met5"	"barseq_0005"	"PBANKA_134840"	178446	"PbGEM-249514"	1197	6901
"met5"	"barseq_0005"	"PBANKA_135110"	178428	"PbGEM-250699"	3008	3485
"met5"	"barseq_0005"	"PBANKA_141980"	178438	"PbGEM-256665"	1318	2195
"met5"	"barseq_0005"	"PBANKA_142640"	178410	"PbGEM-254102"	792	4622
"met5"	"barseq_0005"	"PBANKA_143870"	180793	"PbGEM-257534"	1734	5189
"met5"	"barseq_0005"	"PBANKA_144070"	178550	"PbGEM-257980"	3847	856
"met5"	"barseq_0005"	"PBANKA_144250"	178417	"PbGEM-258236"	3578	947
"met5"	"barseq_0005"	"PBANKA_144400"	180625	"PbGEM-258421"	1892	4890
"met5"	"barseq_0005"	"PBANKA_144760"	178439	"PbGEM-256592"	1359	5990
"met5"	"barseq_0005"	"PBANKA_146320"	180627	"PbGEM-259140"	1808	4899
"met5"	"barseq_0005"	"PBANKA_146340"	178401	"PbGEM-259156"	579	6855
						
"met6"	"barseq_103"	"PBANKA_135520"	22614	"PbGEM-060754"	577	6560
"met6"	"barseq_103"	"PBANKA_091170"	22623	"PbGEM-029891"	1318	1612
"met6"	"barseq_103"	"PBANKA_051150"	22624	"PbGEM-015092"	5629	987
"met6"	"barseq_103"	"PBANKA_062250"	22627	"PbGEM-020158"	644	3371
"met6"	"barseq_103"	"PBANKA_122010"	22630	"PbGEM-049260"	2731	775
"met6"	"barseq_103"	"PBANKA_111300"	22631	"PbGEM-041880"	804	5428
"met6"	"barseq_103"	"PBANKA_082340"	22637	"PbGEM-026437"	711	4652
"met6"	"barseq_103"	"PBANKA_140340"	22638	"PbGEM-062743"	1863	4429
"met6"	"barseq_103"	"PBANKA_112420"	22641	"PbGEM-043455"	1753	1518
"met6"	"barseq_103"	"PBANKA_082650"	22642	"PbGEM-026807"	1757	3747
"met6"	"barseq_103"	"PBANKA_132810"	22644	"PbGEM-056941"	1470	4041
"met6"	"barseq_103"	"PBANKA_143480"	22647	"PbGEM-067146"	2084	746
"met6"	"barseq_103"	"PBANKA_102230"	22652	"PbGEM-037559"	5933	1743
"met6"	"barseq_103"	"PBANKA_135700"	22656	"PbGEM-061042"	630	5658
"met6"	"barseq_103"	"PBANKA_121730"	22657	"PbGEM-048854"	1984	5271
"met6"	"barseq_103"	"PBANKA_101140"	22662	"PbGEM-035962"	1656	1713
"met6"	"barseq_103"	"PBANKA_020380"	22664	"PbGEM-007164"	5658	560
"met6"	"barseq_103"	"PBANKA_143420"	22665	"PbGEM-067050"	3212	1598
"met6"	"barseq_103"	"PBANKA_113430"	22666	"PbGEM-044843"	702	401
"met6"	"barseq_103"	"PBANKA_140610"	22667	"PbGEM-063126"	575	4863
"met6"	"barseq_103"	"PBANKA_145440"	22673	"PbGEM-070062"	1266	4260
"met6"	"barseq_103"	"PBANKA_083260"	22683	"PbGEM-027695"	6137	551
"met6"	"barseq_103"	"PBANKA_082870"	22687	"PbGEM-027131"	3448	2722
"met6"	"barseq_103"	"PBANKA_093130"	22692	"PbGEM-032467"	5330	813
"met6"	"barseq_103"	"PBANKA_051210"	22695	"PbGEM-015181"	401	5226
"met6"	"barseq_103"	"PBANKA_050400"	22698	"PbGEM-013997"	2231	4066
"met6"	"barseq_103"	"PBANKA_112560"	22701	"PbGEM-043672"	695	2736
"met6"	"barseq_103"	"PBANKA_070650"	22712	"PbGEM-021205"	1857	2941
"met6"	"barseq_103"	"PBANKA_040960"	22715	"PbGEM-012162"	562	6374
"met6"	"barseq_103"	"PBANKA_103560"	22716	"PbGEM-039446"	3828	995
"met6"	"barseq_103"	"PBANKA_091980"	22722	"PbGEM-030936"	1094	4870
"met6"	"barseq_103"	"PBANKA_080820"	22725	"PbGEM-024572"	5240	1917
"met6"	"barseq_103"	"PBANKA_080270"	22728	"PbGEM-023735"	4983	895
"met6"	"barseq_103"	"PBANKA_130380"	22729	"PbGEM-053579"	6357	1310
"met6"	"barseq_103"	"PBANKA_030230"	22730	"PbGEM-009046"	6741	1191
"met6"	"barseq_103"	"PBANKA_134330"	22735	"PbGEM-059074"	647	7309
"met6"	"barseq_103"	"PBANKA_140510"	22744	"PbGEM-062994"	5600	1548
"met6"	"barseq_103"	"PBANKA_121620"	22745	"PbGEM-048678"	1017	5620
"met6"	"barseq_103"	"PBANKA_141550"	22746	"PbGEM-064441"	5653	612
"met6"	"barseq_103"	"PBANKA_134280"	22747	"PbGEM-058996"	6739	1038
"met6"	"barseq_103"	"PBANKA_130890"	22750	"PbGEM-054353"	4384	854
"met6"	"barseq_103"	"PBANKA_071560"	22762	"PbGEM-022521"	4658	749
"met6"	"barseq_103"	"PBANKA_144890"	22766	"PbGEM-069252"	1813	4983
"met6"	"barseq_103"	"PBANKA_103340"	22790	"PbGEM-039094"	5076	796
"met6"	"barseq_103"	"PBANKA_020640"	22803	"PbGEM-007536"	3121	3759
"met6"	"barseq_103"	"PBANKA_133410"	22805	"PbGEM-057754"	8731	639
"met6"	"barseq_103"	"PBANKA_122430"	22830	"PbGEM-049887"	744	12029
"met6"	"barseq_103"	"PBANKA_051690"	22831	"PbGEM-015860"	1121	9616
"met6"	"barseq_103"	"PBANKA_081640"	22845	"PbGEM-025653"	933	8507
"met6"	"barseq_103"	"PBANKA_112490"	22850	"PbGEM-043567"	2567	5283
"met6"	"barseq_103"	"PBANKA_142670"	22852	"PbGEM-065967"	1224	5395
"met6"	"barseq_103"	"PBANKA_144260"	22853	"PbGEM-068335"	4725	1839
"met6"	"barseq_103"	"PBANKA_134620"	22854	"PbGEM-059503"	979	7545
"met6"	"barseq_103"	"PBANKA_050130"	22856	"PbGEM-013591"	5130	681
"met6"	"barseq_103"	"PBANKA_101680"	22858	"PbGEM-036749"	959	7173
"met6"	"barseq_103"	"PBANKA_112360"	22867	"PbGEM-043373"	7402	1154
"met6"	"barseq_103"	"PBANKA_103000"	22869	"PbGEM-038613"	587	8336
"met6"	"barseq_103"	"PBANKA_144530"	22872	"PbGEM-068725"	8844	911
"met6"	"barseq_103"	"PBANKA_061430"	22894	"PbGEM-018972"	978	5770
"met6"	"barseq_103"	"PBANKA_145330"	22895	"PbGEM-069893"	1846	3530
"met6"	"barseq_103"	"PBANKA_060100"	22896	"PbGEM-017095"	2754	561
"met6"	"barseq_103"	"PBANKA_143950"	22897	"PbGEM-067863"	3199	2301
"met6"	"barseq_103"	"PBANKA_123310"	22900	"PbGEM-051134"	922	4805
"met6"	"barseq_103"	"PBANKA_103260"	22903	"PbGEM-038966"	1011	4506
"met6"	"barseq_103"	"PBANKA_060350"	22908	"PbGEM-017450"	2389	4024
"met6"	"barseq_103"	"PBANKA_041030"	22911	"PbGEM-012274"	3243	2295
"met6"	"barseq_103"	"PBANKA_144000"	22917	"PbGEM-067943"	401	4223
"met6"	"barseq_103"	"PBANKA_111810"	22919	"PbGEM-042605"	3190	1281
"met6"	"barseq_103"	"PBANKA_020330"	22921	"PbGEM-007091"	1230	6212
"met6"	"barseq_103"	"PBANKA_140670"	22924	"PbGEM-063222"	1485	401
"met6"	"barseq_103"	"PBANKA_080260"	22925	"PbGEM-023719"	6365	699
"met6"	"barseq_103"	"PBANKA_113770"	22926	"PbGEM-045359"	5057	958
"met6"	"barseq_103"	"PBANKA_081060"	22927	"PbGEM-024795"	2611	1125
"met6"	"barseq_103"	"PBANKA_141310"	22933	"PbGEM-064078"	5539	583
"met6"	"barseq_103"	"PBANKA_094290"	22936	"PbGEM-034097"	6563	2438
"met6"	"barseq_103"	"PBANKA_050260"	22941	"PbGEM-013799"	5018	703
"met6"	"barseq_103"	"PBANKA_100270"	22949	"PbGEM-034647"	651	6932
"met6"	"barseq_103"	"PBANKA_131460"	22952	"PbGEM-055150"	723	8466
"met6"	"barseq_103"	"PBANKA_134660"	22953	"PbGEM-059567"	1558	5748
"met6"	"barseq_103"	"PBANKA_130260"	22960	"PbGEM-053387"	5830	567
"met6"	"barseq_103"	"PBANKA_140490"	22965	"PbGEM-062962"	1367	7296
"met6"	"barseq_103"	"PBANKA_113970"	22986	"PbGEM-100801"	4395	919
"met6"	"barseq_103"	"PBANKA_145600"	22990	"PbGEM-080660"	3988	1672
"met6"	"barseq_103"	"PBANKA_061040"	22994	"PbGEM-087402"	2232	658
"met6"	"barseq_103"	"PBANKA_070250"	22998	"PbGEM-088659"	3142	1584
"met6"	"barseq_103"	"PBANKA_021020"	23000	"PbGEM-082529"	4138	401
"met6"	"barseq_103"	"PBANKA_135200"	23001	"PbGEM-108060"	4289	1427
"met6"	"barseq_103"	"PBANKA_090160"	23002	"PbGEM-092538"	808	2713
"met6"	"barseq_103"	"PBANKA_061540"	23005	"PbGEM-087828"	810	4428
"met6"	"barseq_103"	"PBANKA_031240"	23011	"PbGEM-083773"	551	2512
"met6"	"barseq_103"	"PBANKA_011010"	23012	"PbGEM-081763"	401	401
"met6"	"barseq_103"	"PBANKA_131810"	23013	"PbGEM-105546"	882	2908
"met6"	"barseq_103"	"PBANKA_060520"	23016	"PbGEM-087102"	2506	882
"met6"	"barseq_103"	"PBANKA_143830"	23021	"PbGEM-079417"	401	2487
"met6"	"barseq_103"	"PBANKA_082170"	23022	"PbGEM-091380"	4600	701
"met6"	"barseq_103"	"PBANKA_140810"	23024	"PbGEM-109598"	5459	777
"met6"	"barseq_103"	"PBANKA_093960"	23026	"PbGEM-094941"	401	1176
"met6"	"barseq_103"	"PBANKA_040190"	23028	"PbGEM-084099"	3508	2322
"met6"	"barseq_103"	"PBANKA_140550"	23041	"PbGEM-109462"	9357	865
"met6"	"barseq_103"	"PBANKA_111100"	23043	"PbGEM-098813"	5029	401
"met6"	"barseq_103"	"PBANKA_144850"	23046	"PbGEM-080062"	401	4994
"met6"	"barseq_103"	"PBANKA_136050"	23048	"PbGEM-108739"	834	5927
"met6"	"barseq_103"	"PBANKA_135770"	23051	"PbGEM-108459"	8751	665
"met6"	"barseq_103"	"PBANKA_112450"	23052	"PbGEM-099615"	5787	1052
"met6"	"barseq_103"	"PBANKA_142970"	23055	"PbGEM-111101"	5693	584
"met6"	"barseq_103"	"PBANKA_146280"	23063	"PbGEM-080987"	1008	5460
"met6"	"barseq_103"	"PBANKA_141030"	23067	"PbGEM-109859"	1314	3219
"met6"	"barseq_103"	"PBANKA_136200"	23068	"PbGEM-108832"	1254	7633
"met6"	"barseq_103"	"PBANKA_081210"	23078	"PbGEM-090803"	1665	4654
"met6"	"barseq_103"	"PBANKA_030860"	23081	"PbGEM-083434"	2701	1875
"met6"	"barseq_103"	"PBANKA_010130"	23083	"PbGEM-081231"	5190	1207
"met6"	"barseq_103"	"PBANKA_135080"	23087	"PbGEM-107959"	957	3242
"met6"	"barseq_103"	"PBANKA_110920"	23088	"PbGEM-098688"	579	4949
"met6"	"barseq_103"	"PBANKA_141510"	23090	"PbGEM-110144"	2285	1468
"met6"	"barseq_103"	"PBANKA_100880"	23093	"PbGEM-095910"	5172	709
"met6"	"barseq_103"	"PBANKA_133060"	23094	"PbGEM-106603"	1078	4300
"met6"	"barseq_103"	"PBANKA_112290"	23097	"PbGEM-099513"	731	3925
"met6"	"barseq_103"	"PBANKA_093140"	23100	"PbGEM-094412"	785	4010
"met6"	"barseq_103"	"PBANKA_092370"	23107	"PbGEM-093915"	3717	1600
"met6"	"barseq_103"	"PBANKA_102520"	23109	"PbGEM-097010"	3616	797
"met6"	"barseq_103"	"PBANKA_134000"	23111	"PbGEM-107204"	777	4237
"met6"	"barseq_103"	"PBANKA_144160"	23112	"PbGEM-079665"	4534	401
"met6"	"barseq_103"	"PBANKA_050700"	23114	"PbGEM-085651"	641	3733
"met6"	"barseq_103"	"PBANKA_050500"	23115	"PbGEM-085541"	401	2595
"met6"	"barseq_103"	"PBANKA_146030"	23116	"PbGEM-080872"	1553	4251
"met6"	"barseq_103"	"PBANKA_132970"	23118	"PbGEM-106501"	3036	401
"met6"	"barseq_103"	"PBANKA_135470"	23121	"PbGEM-108296"	815	3740
"met6"	"barseq_103"	"PBANKA_061160"	23126	"PbGEM-087493"	2420	1268
"met6"	"barseq_103"	"PBANKA_080930"	23127	"PbGEM-090635"	973	4179
"met6"	"barseq_103"	"PBANKA_102010"	23133	"PbGEM-096670"	1315	1996
"met6"	"barseq_103"	"PBANKA_091790"	23135	"PbGEM-093561"	1520	2966
"met6"	"barseq_103"	"PBANKA_051670"	23136	"PbGEM-086260"	1360	1238
"met6"	"barseq_103"	"PBANKA_114360"	23140	"PbGEM-101136"	7721	598
"met6"	"barseq_103"	"PBANKA_134400"	23143	"PbGEM-107445"	3066	4098
						
"met7"	"barseq_0006"	"PBANKA_010920"	142764	"PbGEM-265388"	1246	1894
"met7"	"barseq_0006"	"PBANKA_020250"	142111	"PbGEM-265492"	401	6424
"met7"	"barseq_0006"	"PBANKA_020510"	142766	"PbGEM-265404"	2244	1999
"met7"	"barseq_0006"	"PBANKA_040420"	142538	"PbGEM-228827"	3907	3564
"met7"	"barseq_0006"	"PBANKA_040520"	142016	"PbGEM-264100"	2184	4196
"met7"	"barseq_0006"	"PBANKA_040840"	142812	"PbGEM-264140"	1631	1723
"met7"	"barseq_0006"	"PBANKA_040860"	142693	"PbGEM-229837"	2653	4777
"met7"	"barseq_0006"	"PBANKA_041010"	142446	"PbGEM-230013"	5368	1484
"met7"	"barseq_0006"	"PBANKA_041620"	142117	"PbGEM-265236"	401	5670
"met7"	"barseq_0006"	"PBANKA_041730"	142792	"PbGEM-264428"	5055	401
"met7"	"barseq_0006"	"PBANKA_041800"	142084	"PbGEM-264804"	2427	401
"met7"	"barseq_0006"	"PBANKA_050730"	142771	"PbGEM-265588"	401	401
"met7"	"barseq_0006"	"PBANKA_051230"	142414	"PbGEM-231686"	6748	792
"met7"	"barseq_0006"	"PBANKA_051410"	142012	"PbGEM-265476"	2479	1987
"met7"	"barseq_0006"	"PBANKA_051630"	142417	"PbGEM-232246"	2539	4530
"met7"	"barseq_0006"	"PBANKA_051720"	142155	"PbGEM-232399"	7866	1057
"met7"	"barseq_0006"	"PBANKA_051980"	142036	"PbGEM-265292"	2683	1413
"met7"	"barseq_0006"	"PBANKA_052290"	142073	"PbGEM-265140"	2340	401
"met7"	"barseq_0006"	"PBANKA_060110"	142543	"PbGEM-233966"	412	6337
"met7"	"barseq_0006"	"PBANKA_060200"	142444	"PbGEM-234148"	2389	3193
"met7"	"barseq_0006"	"PBANKA_060270"	142431	"PbGEM-232198"	5949	603
"met7"	"barseq_0006"	"PBANKA_060530"	142773	"PbGEM-265636"	6102	1679
"met7"	"barseq_0006"	"PBANKA_060710"	142762	"PbGEM-264108"	5031	4295
"met7"	"barseq_0006"	"PBANKA_061010"	142725	"PbGEM-233431"	401	3738
"met7"	"barseq_0006"	"PBANKA_061030"	142168	"PbGEM-264940"	4747	2114
"met7"	"barseq_0006"	"PBANKA_070220"	143024	"PbGEM-264356"	3359	3557
"met7"	"barseq_0006"	"PBANKA_071190"	142172	"PbGEM-265540"	4252	3112
"met7"	"barseq_0006"	"PBANKA_071210"	142421	"PbGEM-235204"	401	5493
"met7"	"barseq_0006"	"PBANKA_071750"	142750	"PbGEM-265044"	4995	3628
"met7"	"barseq_0006"	"PBANKA_071830"	142740	"PbGEM-265612"	3338	2579
"met7"	"barseq_0006"	"PBANKA_080660"	142006	"PbGEM-236468"	6441	812
"met7"	"barseq_0006"	"PBANKA_080890"	142427	"PbGEM-236907"	883	5595
"met7"	"barseq_0006"	"PBANKA_081190"	142029	"PbGEM-265092"	3888	3307
"met7"	"barseq_0006"	"PBANKA_081610"	142797	"PbGEM-238477"	2080	7131
"met7"	"barseq_0006"	"PBANKA_081760"	142410	"PbGEM-238901"	4995	2654
"met7"	"barseq_0006"	"PBANKA_081860"	142112	"PbGEM-264220"	1093	3972
